4327720991,1,8,49
4370510685,12,5,35
8483898173,18,25,49
8125041768,16,7,7
9109899641,15,27,11
5510371250,6,20,45
7957527693,17,9,38
9066056675,18,27,31
9485231952,8,27,48
5552333687,5,10,21
7753395256,19,6,9
2970879309,13,29,46
3919017662,2,16,49
9593201133,13,3,45
4471590450,2,9,5
4544793330,16,3,1
3681788467,4,21,5
5720976362,3,6,8
1364451701,8,18,46
1600310233,20,20,9
4045383258,1,26,25
5856441382,1,28,30
5414717421,17,27,48
2917974843,4,13,29
7623432144,3,5,32
7998307671,19,8,24
7566248010,12,1,37
7595308610,7,22,35
9004624408,7,20,24
3295704030,16,16,12
8713815813,4,12,25
7356568641,16,21,21
5053901212,11,16,13
6793690531,8,22,39
3992208771,14,12,7
2963157791,14,16,13
1696999266,16,14,45
8828479774,13,27,33
6118348970,20,27,1
3578256554,15,8,3
3644417049,13,12,16
9747728120,3,3,6
5975194672,10,26,6
9151771029,16,29,2
2300258958,6,11,2
1386242375,13,17,24
6813402671,10,28,38
1889571583,16,22,16
5035657948,1,29,39
7947357762,17,25,37
3123487210,17,12,9
2524372864,10,18,23
3534557094,13,1,21
6692002220,16,6,12
4851680841,8,18,43
9263350937,17,14,38
5363365936,20,25,29
3658416287,17,21,33
3080207119,10,16,27
6185496562,20,2,8
4488908473,7,16,2
5121848884,3,23,48
4021769625,10,22,38
8365314757,4,24,13
2526843902,13,16,38
4990941517,19,24,42
2129780385,7,17,4
6274861136,18,23,4
7765641061,8,24,32
2833676582,7,25,35
1136070250,19,3,43
8746853052,20,27,10
1122891648,13,26,37
9421325369,13,1,39
4287220534,5,22,40
6067101799,7,10,30
2142108121,17,24,11
2182118168,19,19,31
6708522546,17,1,34
6579499762,9,8,22
4819546317,8,4,22
3576741873,18,25,4
6288804389,10,17,44
7652951407,6,21,14
3761386701,15,30,12
7973694182,10,1,27
9413837593,17,2,26
6492372881,14,6,20
6371147825,4,14,24
1738830590,2,7,19
9364392527,4,15,20
5440043577,10,28,8
7129695651,17,17,43
9355455751,11,22,3
7520009369,11,20,34
7596934310,19,11,5
8724520371,4,2,10
5328919170,15,20,41
5918078736,11,19,39
3244264344,12,27,23
2719593165,17,4,20
6838654911,6,4,20
8745894809,15,25,2
7958661158,16,27,14
4511225846,5,29,29
6548495437,16,10,34
3083562830,4,11,16
3095082119,6,21,37
7234984885,2,3,46
5289676900,10,27,12
9411169432,14,14,42
9643705229,15,17,9
2887354552,11,14,46
8550291145,13,3,3
1142650225,11,1,13
9922767318,2,1,39
4142434307,13,9,41
4179909774,11,24,20
5622951009,6,23,38
4017029075,12,8,5
4892604164,18,5,28
5359950531,15,17,34
6826150921,1,16,48
9598397150,11,10,49
6052873391,20,8,31
6683829289,3,2,47
8758850569,9,9,8
9208615856,4,30,47
4316010058,4,3,11
5909918841,8,8,23
6203779494,19,1,47
7987797028,7,28,23
3813872645,7,14,6
1054591697,11,11,13
5023128295,8,1,20
5431931561,7,5,4
9204874291,19,1,13
6243976824,20,10,38
8967094009,5,23,45
8309146729,8,5,34
9921103721,12,26,26
5498210216,6,24,28
5981356567,19,28,37
9065716477,10,24,48
7923909889,1,11,4
1125886534,8,9,21
5275816329,20,28,21
8762716550,8,22,12
9808758463,6,29,1
3121124935,13,2,35
5694462431,13,27,13
7205774967,7,17,27
5079714177,3,8,44
2744540114,18,5,11
2261890464,5,29,15
6334286367,17,18,28
3264493890,8,5,46
7353856573,16,9,9
5706133515,4,28,21
4183588054,18,16,49
4021758879,19,7,42
6405500798,14,17,42
9261754885,9,2,7
4412590785,6,6,48
3597542846,11,26,17
6577836356,7,14,13
7027528677,7,22,50
2364821313,3,19,39
1281867497,2,17,18
8314049223,18,11,45
5763336392,20,18,49
5980803854,12,3,4
3638645102,3,16,22
1090956541,3,21,39
5461440651,11,23,34
3787560530,9,12,42
8532961887,7,20,50
8953230845,13,4,8
9426263767,16,27,44
3313135412,13,2,18
6854934599,8,2,12
2908066505,18,18,3
2021838283,17,19,39
3294810497,15,24,12
5741745099,17,24,1
6445294440,4,10,18
4811695384,7,25,41
2514043032,14,6,12
9684750160,15,2,23
9263832621,11,18,46
6625186891,15,9,11
6762216544,10,5,48
8549089255,6,28,48
2362402904,14,1,20
5443094649,9,15,9
2114365701,6,28,10
9050125735,5,6,19
9021671981,19,5,3
1851176101,19,7,35
2424538813,19,14,45
7860603362,6,4,11
8863786169,4,7,17
2961957983,19,29,14
5570844613,19,16,40
3137188718,14,6,44
6275550576,18,27,8
5395031680,13,9,3
1365933213,19,5,20
3861603000,4,19,9
3045503653,6,9,23
1752545444,13,9,8
2757351183,3,20,30
7143860389,17,1,26
7709310868,2,7,29
9904292605,3,3,34
9180373109,4,6,48
5810088838,3,23,49
6043490959,13,3,36
5046445032,15,12,17
1141736021,20,23,44
8183289630,13,8,26
6690716025,14,8,9
4799293805,18,11,17
9546476330,6,29,31
3291909039,17,1,38
3855775932,17,23,8
4691652523,6,25,36
7484714665,3,28,4
4048753576,11,10,41
7332137442,1,18,11
7525123464,4,12,30
3113240362,3,9,35
8265368201,17,24,43
8441138838,14,12,8
1118504837,20,15,27
7474860426,15,20,32
3174256356,17,21,37
9755061513,20,21,18
7329222151,18,13,49
3252305370,6,2,14
8132050023,1,25,20
1848658064,8,22,17
7924687383,19,10,31
2634571992,15,21,38
3688167780,12,11,8
6938738165,9,29,33
9822393031,9,5,43
1353561995,2,20,20
7093513963,16,22,41
9122474951,11,24,44
2236112108,13,25,1
1144622649,19,5,39
1957505126,13,12,44
7015416562,10,3,6
9989584986,7,9,5
8151057026,16,28,16
3376631057,17,12,21
2675500323,17,30,47
6171995236,11,17,13
1402770673,3,16,47
4450349442,19,16,49
5250808394,8,29,18
3689068922,6,8,26
2437666197,6,2,4
7536520945,13,8,1
9284602447,1,22,23
3073223777,18,19,29
4303956850,12,24,19
7492151100,11,13,15
7468334605,10,24,29
6706857029,19,6,27
7509652612,2,22,7
7238866364,2,10,40
5556758514,5,18,50
5834176325,2,27,6
4082837640,5,2,49
1456076734,7,22,5
5933528807,18,19,36
7419464202,3,28,29
4263252668,13,9,11
9184835617,18,9,23
2563532346,3,2,41
8282126398,13,8,20
6722525594,19,3,27
6189747923,10,15,32
2021958724,14,7,49
9641291119,1,10,43
2441912847,15,24,18
3077629491,11,15,38
4459204040,5,21,35
2467722840,4,6,7
6675279999,11,12,24
6078417072,12,23,2
2594243744,1,18,25
7151062578,11,27,12
5090619031,18,15,27
4464826937,7,12,19
1462169097,11,29,44
5173520532,13,4,1
4615916624,7,19,50
5788862942,20,1,18
7241666551,3,2,40
2279116348,14,30,12
2503505029,3,19,28
5709619891,10,11,12
1493922703,3,6,27
9233857963,9,1,32
4688850394,3,1,32
3120008438,14,24,45
7862428503,17,26,34
6134532753,16,20,22
3345735806,8,5,20
5137221496,13,8,31
7528685409,18,18,39
6232939282,8,15,39
1431385017,1,14,29
5179623440,3,13,23
8951710029,8,4,44
5449267407,6,14,3
8879344026,8,7,50
2925629789,1,21,21
5654384920,18,14,22
2596611690,9,6,33
8782275143,18,22,10
5368957136,17,20,13
3014115083,9,10,49
9672895438,4,29,50
6950986157,20,13,10
8547988366,10,13,9
2708370925,10,3,28
9024675920,16,22,20
9958222283,4,16,5
6855208012,13,4,21
6350384231,19,6,29
5940094401,13,2,1
9203108138,12,21,18
3092154675,20,13,37
5412919082,1,16,14
3180608011,11,14,22
8178232869,17,11,42
1674662101,6,25,34
6062678707,6,15,33
5240168376,4,30,49
8731380350,6,20,18
6838363785,17,9,1
2121884053,16,13,43
2185706793,3,1,40
8289330372,16,26,13
5183586760,6,9,11
9384520394,1,11,50
6104035758,17,14,17
1120519359,16,2,31
3425474200,1,10,20
8770605793,8,17,21
7015043565,10,30,14
4659154784,20,26,37
3102621646,18,10,10
3640987573,16,19,29
9296746285,15,27,1
6006315846,10,3,35
2099276057,8,6,9
1813284491,15,24,9
1663712809,19,17,37
6126879021,20,29,11
2074815515,19,15,22
6040493931,11,24,46
3686012106,3,7,26
7321051466,9,1,7
9770360662,19,13,17
5401554602,14,22,28
6526681791,6,16,9
9419792683,8,8,17
9655076271,10,5,49
2285121279,15,2,18
9937501415,4,3,9
6850306671,7,15,47
7831365622,6,25,32
1880039891,1,13,20
4040622927,4,14,3
7316325148,2,9,18
5120374327,11,9,48
6821182394,13,18,22
9147320807,18,3,17
5646880795,6,20,2
3092774114,7,23,17
1752727427,5,2,12
2728695010,14,27,1
4184513638,8,28,11
2780917327,6,25,31
7102666655,6,18,41
9646660672,14,16,12
9881251002,19,14,18
1593718121,6,17,47
1699674186,5,20,26
4540015779,18,24,13
2792193586,11,8,17
4014545313,13,18,41
9467857967,5,20,45
4648276006,16,2,45
9210755134,9,6,26
9730782453,13,10,25
5019167006,7,13,26
3218542032,2,13,33
8563900070,7,3,31
7308643091,8,30,37
8166580515,20,25,11
5766606653,7,8,36
8693240858,10,17,20
5596976697,3,2,32
8345761746,20,11,37
7056229952,20,10,23
6567168204,6,2,34
6967473430,9,20,32
6271760288,13,2,35
9783357933,2,12,41
7413509329,15,8,30
4594281939,20,29,31
9855765846,15,10,45
5225656700,13,18,47
5067060023,11,10,22
1241902108,18,15,25
5863033694,13,6,23
5951039151,18,13,31
8349387476,7,24,3
9068319143,1,7,46
5745842767,17,15,23
3944367657,19,26,43
1712724973,2,23,45
4036362991,8,26,29
9525550234,16,29,20
5649925781,16,16,22
5986952985,15,17,27
2861989235,14,15,6
3087663472,12,26,17
9346591807,13,2,12
3629125353,11,2,8
6601886218,3,8,13
3014012310,12,20,33
1601808151,8,2,4
3046210822,14,24,28
5622344483,11,3,21
6895487765,14,9,49
8591067222,17,25,35
5961875995,13,29,32
5782059077,4,9,30
7192879757,18,19,37
8303524114,20,5,31
8994276756,12,16,3
9390474125,4,30,17
4359095936,13,17,29
5490627043,17,26,14
6081972511,19,12,46
8263842242,5,20,32
2156379641,9,15,33
4731492374,20,24,46
1446542693,10,19,10
8225186310,16,21,46
1295024616,7,22,45
3210036485,9,12,25
5091384032,1,30,15
9551577158,18,21,50
6640630768,10,10,50
6796776284,18,26,11
3173283573,17,4,20
9853239615,8,13,16
9126948052,3,30,20
5424734083,9,21,30
7901725523,10,5,15
4456524619,17,10,42
5691096087,6,28,29
9477961019,17,15,14
4133192050,2,30,25
6480572921,5,23,11
7926096454,18,21,46
1648705735,10,21,11
4685590482,7,21,14
7676086955,4,11,25
2677468964,18,24,25
4366198474,16,9,11
5800125027,13,17,12
3032863528,8,6,7
7102212887,11,20,45
5668708795,9,25,13
1565352104,13,7,14
1791100692,6,19,29
5802161939,11,13,25
6215257384,4,2,36
8473865463,14,6,25
4612141129,4,16,4
6595373271,9,12,39
2225069449,20,29,44
3083598694,8,15,25
7550210595,19,3,40
6785504290,8,11,43
5252706188,2,8,24
7925641469,12,27,18
7585658403,10,3,46
3563685246,14,2,37
2738379896,5,26,21
4421862801,15,14,19
8412134717,9,11,22
9723544369,9,25,28
8361267083,19,17,28
8335189922,19,21,21
5904425781,18,26,45
7040153339,5,20,3
7878905600,2,13,10
3426109396,12,21,44
3554430319,16,15,14
3418751117,10,1,12
1057587420,8,30,41
7533673416,5,29,39
3241954689,14,3,6
4972770493,10,23,29
1652068966,7,30,15
4187841506,10,9,28
5657607637,8,24,4
6059724931,7,29,18
9653200316,6,14,49
3429409210,17,26,48
1122396523,11,9,15
2167902088,5,4,16
7627682130,3,20,16
2697966668,15,27,6
5737430468,17,2,27
6173647142,17,3,8
4811297709,10,24,13
9465434513,1,16,13
1323970683,12,28,36
9190379318,4,10,42
5954587320,16,1,20
3780798746,3,8,33
6367782421,7,24,38
5613867762,14,10,11
4398541347,17,1,43
7401392038,20,19,8
7237943532,6,9,47
3143163546,12,4,47
2737440517,18,24,37
2007042747,10,3,29
1206615341,11,23,48
3971764486,10,27,33
4935618306,20,30,42
8253994402,13,27,33
5207109611,9,24,47
5410946998,18,9,49
7052428402,18,21,40
5576622730,13,2,38
6426058987,17,18,42
3986519860,3,30,37
9900920930,14,11,41
6974390153,3,3,40
3340990440,15,21,24
4120002713,9,19,43
9960415189,19,23,39
6230560116,7,25,18
7859840872,4,2,42
1940953573,11,7,49
9108748872,11,25,6
5870899982,7,8,26
1896382749,19,15,7
9613157594,17,8,3
2371731465,2,25,42
1952764658,4,23,41
4188452031,19,21,50
8360196405,20,27,3
2588047952,17,25,47
3108785646,3,4,19
4447811936,4,21,13
7700662962,7,1,30
8741704580,9,15,33
8733198971,16,26,48
2038971577,9,20,5
3951032079,11,14,18
6578158509,11,21,44
3038092676,2,2,26
6248138768,20,8,8
3227749282,6,18,40
7718106565,14,7,37
1941041854,1,26,30
6851920736,20,17,44
2482729838,10,4,34
5105431052,11,7,31
3069311590,13,15,14
6505532876,11,14,1
6866260236,9,1,19
6187132200,17,5,30
5673846195,10,13,41
8765447653,5,11,38
7799519821,19,1,21
2678305704,4,7,23
5894038047,4,20,10
7744683020,14,22,1
3070796115,14,1,12
8244267474,10,7,42
9481978513,19,27,5
1248248846,10,7,23
3194101587,1,27,36
9833688350,14,7,12
8101148037,1,20,20
8233709312,15,10,3
6046718169,4,3,49
9347053687,8,2,48
4582935494,14,16,42
3018183123,6,10,16
4819592472,16,10,35
6975613434,11,8,15
3798164531,19,3,38
9692457473,7,7,44
2966904321,5,10,31
4247559453,15,9,15
7050071769,11,2,11
5801940383,17,7,33
8612490645,17,28,24
7728732479,6,11,30
1126604913,16,29,27
1138371859,5,8,22
7522114915,17,1,27
3695721728,16,26,24
4345215864,2,22,9
2661832439,20,19,23
7385812338,18,6,20
7236707498,8,15,25
1780367829,17,30,44
9266762362,6,7,7
4096294149,19,11,42
4293633054,18,11,5
1110067452,10,17,38
7218162408,20,11,45
2820521551,4,3,1
5274514928,19,18,32
6313052913,2,12,44
9923266536,11,28,35
7051331528,17,30,20
6675895978,13,23,10
6771220317,20,30,21
4748160904,1,25,44
6476109780,14,22,14
2588001734,3,18,46
6226879246,20,20,48
2118580876,18,16,2
2535614107,2,11,9
2385409321,4,6,30
8470243073,12,9,1
3994904185,18,1,43
9398445096,20,2,27
9458976634,6,6,24
8906500621,3,8,16
8978786145,14,26,14
1473630691,12,2,9
1730657906,6,19,21
8852847308,12,28,21
4435616929,13,24,11
2969987023,1,10,50
5459191001,9,17,17
4302908033,14,14,37
5263539796,20,16,27
5050684842,20,1,6
1969638131,15,22,23
2159913536,7,6,36
1338054896,11,3,41
7088654610,8,26,11
4254999161,10,14,19
8644870915,9,9,48
2615255084,1,6,7
7272864540,16,11,39
2583101484,13,25,36
2199129470,14,19,22
6116114946,13,5,6
6138510774,13,26,24
6097270529,4,5,20
7895976380,6,6,50
1378546421,9,4,18
3749104258,12,1,10
5064679271,16,16,26
9510221972,14,25,34
5051038199,16,21,11
7517546595,20,14,16
2931557573,4,2,17
1641005638,11,27,4
3817462306,20,3,16
3537571713,20,9,46
5719224082,13,16,10
8422876377,10,22,42
8849649108,5,11,12
8407625637,2,25,31
6699817656,12,11,45
2018562335,19,19,26
8755960035,3,11,20
7263734241,3,23,20
1495451550,8,3,35
2310347471,1,21,5
5673475307,2,29,7
1369169127,8,16,44
9880584743,7,27,42
6620506474,6,22,11
6377977997,11,28,6
7854147814,3,2,31
2111979219,9,27,27
8773516785,10,27,22
9641881490,1,22,33
4476068498,15,1,18
4021812700,14,12,20
2790070950,13,26,23
6380232237,16,23,40
1127280189,15,9,10
4050777133,13,22,18
5555954019,7,22,26
8873029632,2,27,36
1104140313,19,4,32
3245398448,6,3,24
8056848760,7,26,42
2727565414,10,18,7
6004892269,7,12,22
2653952275,1,6,21
7681255507,15,23,15
4659842169,7,28,47
8368853294,1,5,31
8842866855,2,21,5
4362864274,13,6,48
8413147172,1,15,30
5713857445,11,6,22
9614243723,12,1,10
8158137899,2,25,7
6108291849,14,26,9
3114148122,18,12,26
1214347682,9,12,14
7475221219,18,7,40
4469361804,1,10,19
3587334147,3,2,9
8550501950,20,2,20
1317029413,14,16,34
6991873221,18,13,25
9994850798,14,22,8
6374718295,20,22,42
1108319606,8,14,15
8274698673,13,23,40
9992580979,12,4,20
1891686541,10,16,31
7970802972,18,28,29
9385267188,10,17,14
8740842296,10,4,34
1900694486,11,16,37
3128723197,6,12,47
8877246454,18,17,1
2618412736,17,25,30
9875384971,11,5,21
3388401361,10,28,3
5085413511,6,29,29
3608625323,10,11,28
1268054251,7,17,12
4884579244,10,27,35
7938664986,16,5,18
7721131849,2,25,19
8845115611,20,1,9
1982877664,2,18,44
5368849761,12,1,16
3229024518,16,16,6
1410197627,14,24,40
3833134730,6,4,31
2669453112,10,14,11
1319233567,19,12,35
8059392598,20,9,32
2747121871,10,1,49
8919926287,17,2,26
1386661706,14,7,49
2804525533,11,2,33
2843502679,1,14,30
9196057798,10,26,20
7376531695,17,16,44
4298374614,6,29,34
4513522153,1,29,7
8911539975,9,28,20
2992195019,16,21,1
7328252713,11,21,6
6057993966,12,8,32
8876260948,12,6,22
8961377391,17,25,25
1531093181,3,12,13
6423848683,19,29,35
8848519733,16,29,30
5077454443,1,14,36
9724348077,13,10,27
7813947424,19,29,42
8704332294,18,25,10
1627715321,17,15,18
4557581409,6,15,38
5016243794,20,25,18
5728995255,10,24,29
5863598142,1,20,44
8546244528,10,9,27
8139257999,5,6,6
1200833996,15,19,26
5592218851,11,20,15
3337032355,2,30,21
9652434442,9,26,14
8793964814,18,28,18
9223749557,2,3,18
6883999106,16,15,39
3934432571,8,27,20
7624347113,5,25,15
9415884039,1,22,38
5427311116,3,16,26
8857400416,8,10,5
2269591298,7,21,21
1451269765,20,1,29
4083362796,10,23,50
5727633318,7,8,47
7154568107,4,9,38
1930009299,7,27,35
7703094493,1,25,42
1685937482,15,20,50
6362151966,14,11,24
4947419664,10,24,26
4441448349,11,29,42
6733464585,16,17,9
1400795272,1,7,36
9539867537,2,7,30
8272831316,12,24,29
5349730414,9,6,31
4627059091,3,24,32
5563115411,15,27,13
4346522933,3,18,45
3094710815,5,15,8
2024758256,15,3,40
1771879696,11,17,48
1856002891,3,29,11
8523779071,19,16,7
6843757959,18,2,36
5241347536,11,26,49
6362937406,17,6,14
2840636356,10,29,50
1301127634,17,30,27
3275098637,9,6,46
6004515513,2,12,45
3647267511,9,5,13
4315667327,10,18,38
5102890292,16,21,36
1138656106,17,9,44
8181530776,11,20,1
4335110368,9,1,20
2530459193,19,12,49
7071244616,4,3,35
7059729349,20,30,36
2425520459,14,15,24
6284287250,6,20,27
9468738302,7,8,39
1002690366,8,7,12
8673480433,10,17,5
7498525393,5,24,16
6282275941,16,16,29
4872980751,1,10,35
2740264409,4,12,28
6391652710,5,12,43
5037477522,5,19,45
4923564041,1,16,6
3887523142,8,17,46
3594069373,18,12,32
9781458098,20,9,34
7477114890,4,19,37
6092829519,9,17,46
8598831275,9,4,41
9687872682,1,6,2
5402305021,6,6,28
7290983346,9,2,44
